"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","sample1","sample2","direction","genotype","analysis"
"105466","GO:0016829",0.0047777673016097,0.998955583629177,8,21,"lyase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105467","GO:0009976",0.00561833407617214,1,1,1,"tocopherol cyclase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105468","GO:0016747",0.00571961016562949,0.998226388125034,10,67,"transferase activity, transferring acyl groups other than amino-acyl groups","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105469","GO:0019829",0.00646212840240117,0.999982577418892,1,6,"cation-transporting ATPase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105470","GO:0006812",0.00674301132431359,0.998830952649925,5,37,"cation transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105471","GO:0006754",0.00741233265779606,0.99997798393153,1,5,"ATP biosynthetic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105472","GO:0009234",0.00747748060862221,1,2,2,"menaquinone biosynthetic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105473","GO:0008654",0.00833828780046328,0.999339856312075,3,10,"phospholipid biosynthetic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105474","GO:0035091",0.00878801266097354,0.999343099360057,3,8,"phosphatidylinositol binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105475","GO:0016571",0.0107523828737357,0.999947830106233,1,10,"histone methylation","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105476","GO:0048544",0.0109170222826912,0.998900883582585,3,23,"recognition of pollen","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105477","GO:0000234",0.0114402586829795,0.999967130962543,1,2,"phosphoethanolamine N-methyltransferase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105478","GO:0006656",0.0114402586829795,0.999967130962543,1,2,"phosphatidylcholine biosynthetic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105479","GO:0003712",0.0126887723685814,0.998327250580392,4,11,"transcription cofactor activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105480","GO:0015299",0.0127428788904474,0.998088824084903,4,19,"solute:proton antiporter activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105481","GO:0004030",0.0141333066752307,0.999949766434646,1,2,"aldehyde dehydrogenase [NAD(P)+] activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105482","GO:0006081",0.0141333066752307,0.999949766434646,1,2,"cellular aldehyde metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105483","GO:0004512",0.0141426014241843,0.99951304196924,2,4,"inositol-3-phosphate synthase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105484","GO:0006021",0.0141426014241843,0.99951304196924,2,4,"inositol biosynthetic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105485","GO:0004089",0.0144628315153088,0.999343116181511,3,4,"carbonate dehydratase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105486","GO:0006730",0.0169683035186486,0.998470607965488,3,7,"one-carbon metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105487","GO:0004351",0.0175133389069643,0.999897079928071,1,3,"glutamate decarboxylase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105488","GO:0006536",0.0175133389069643,0.999897079928071,1,3,"glutamate metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105489","GO:0004655",0.0177933626699367,1,1,1,"porphobilinogen synthase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105490","GO:0004096",0.0188003914992905,0.999881328073936,1,3,"catalase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105491","GO:0016491",0.0192550270771456,0.987677940311444,40,445,"oxidoreductase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105492","GO:0004124",0.019293053261177,0.999093122636793,2,5,"cysteine synthase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105493","GO:0004335",0.0197489180426539,0.999901637486691,1,2,"galactokinase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105494","GO:0016773",0.0222646218384695,0.997018875721779,3,29,"phosphotransferase activity, alcohol group as acceptor","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105495","GO:0008483",0.0235559969046475,0.998352480033647,2,17,"transaminase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105496","GO:0008289",0.0251250643355448,0.991567619655818,8,43,"lipid binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105497","GO:0050661",0.0273971750451155,0.994469516686833,4,36,"NADP binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105498","GO:0001678",0.0327905614688981,0.999546713526972,1,6,"cellular glucose homeostasis","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105499","GO:0004396",0.0327905614688981,0.999546713526972,1,6,"hexokinase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105500","GO:0005536",0.0327905614688981,0.999546713526972,1,6,"glucose binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105501","GO:0004372",0.0332438227951721,0.999520825782009,1,7,"glycine hydroxymethyltransferase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105502","GO:0006563",0.0332438227951721,0.999520825782009,1,7,"L-serine metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105503","GO:0006544",0.0342874476480877,0.999479544509312,1,8,"glycine metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105504","GO:0006914",0.036580462804811,0.994904764311991,3,10,"autophagy","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105505","GO:0006659",0.0373435138997577,0.999645119310231,1,2,"phosphatidylserine biosynthetic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105506","GO:0005089",0.0381021616037969,0.999356349001861,1,8,"Rho guanyl-nucleotide exchange factor activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105507","GO:0009834",0.0410266373540552,1,3,3,"plant-type secondary cell wall biogenesis","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105508","GO:0015020",0.0410266373540552,1,3,3,"glucuronosyltransferase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105509","GO:0019239",0.0422858401849418,0.999393200252522,1,3,"deaminase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105510","GO:0004479",0.0429678398011276,1,1,1,"methionyl-tRNA formyltransferase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105511","GO:0071951",0.0429678398011276,1,1,1,"conversion of methionyl-tRNA to N-formyl-methionyl-tRNA","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105512","GO:0019752",0.0433165742759023,0.992866288779293,3,17,"carboxylic acid metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105513","GO:0003856",0.043341034325595,0.999520492690637,1,2,"3-dehydroquinate synthase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105514","GO:0006950",0.0445471813685022,0.983140552979184,8,47,"response to stress","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105515","GO:0004497",0.0448122276749226,0.999107371745423,1,8,"monooxygenase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105516","GO:0000155",0.0462132091268002,0.998972783748527,1,19,"phosphorelay sensor kinase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105517","GO:0016788",0.0465494114110157,0.980762815925771,9,67,"hydrolase activity, acting on ester bonds","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105518","GO:0004830",0.0483700760424957,0.999401198834729,1,2,"tryptophan-tRNA ligase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105519","GO:0006436",0.0483700760424957,0.999401198834729,1,2,"tryptophanyl-tRNA aminoacylation","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105520","GO:0004190",0.0494360781952506,0.981795815858233,7,66,"aspartic-type endopeptidase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
