"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","type"
"286","GO:0004252",0.93049268336679,0.25871121500983,1,75,"serine-type endopeptidase activity","MF","down"
"287","GO:0015035",0.931463106129307,0.258003245452353,1,48,"protein disulfide oxidoreductase activity","MF","down"
"288","GO:0016567",0.936008654813992,0.243611773451974,1,77,"protein ubiquitination","BP","down"
"289","GO:0050660",0.937259476987379,0.240183159644341,1,76,"flavin adenine dinucleotide binding","MF","down"
"290","GO:0016491",0.939894145295811,0.102984418119525,11,435,"oxidoreductase activity","MF","down"
"291","GO:0004842",0.950015582703231,0.202934902520043,1,84,"ubiquitin-protein transferase activity","MF","down"
"292","GO:0051287",0.955568810466648,0.186246537220297,1,73,"NAD binding","MF","down"
"293","GO:0005215",0.956098970508971,0.115579252311643,3,169,"transporter activity","MF","down"
"294","GO:0000287",0.958579060232293,0.176358449487356,1,82,"magnesium ion binding","MF","down"
"295","GO:0006281",0.974305200570363,0.121830187655708,1,104,"DNA repair","BP","down"
"296","GO:0004672",0.977224300868098,0.0397982610950293,15,726,"protein kinase activity","MF","down"
"297","GO:0006468",0.977224300868098,0.0397982610950293,15,726,"protein phosphorylation","BP","down"
"298","GO:0055114",0.977987502800879,0.0358621248716063,21,782,"oxidation-reduction process","BP","down"
"299","GO:0016705",0.984622001798355,0.0810035643878633,1,120,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","down"
"300","GO:0016787",0.985309230603666,0.0457334761625964,3,201,"hydrolase activity","MF","down"
"301","GO:0045454",0.988954183415953,0.0622607703653834,1,95,"cell redox homeostasis","BP","down"
"302","GO:0009055",0.989858408655002,0.0582493733084167,1,83,"electron carrier activity","MF","down"
"303","GO:0005509",0.991134247678868,0.0358174127746709,2,156,"calcium ion binding","MF","down"
"304","GO:0005975",0.993915794396509,0.0211860065362708,3,262,"carbohydrate metabolic process","BP","down"
"305","GO:0005506",0.997368226880309,0.0186631472666473,1,159,"iron ion binding","MF","down"
"306","GO:0006508",0.998652159962683,0.00688952228791527,2,256,"proteolysis","BP","down"
"307","GO:0016020",0.998747677498314,0.00280179356119611,13,671,"membrane","CC","down"
"308","GO:0006810",0.999469092290187,0.00300295912017094,2,241,"transport","BP","down"
"309","GO:0003824",0.999483841376094,0.00129014417681703,11,701,"catalytic activity","MF","down"
"310","GO:0016021",0.999999864197476,6.86625629956811e-07,6,634,"integral component of membrane","CC","down"
"311","GO:0000015",1,0.821022345210608,0,5,"phosphopyruvate hydratase complex","CC","down"
"312","GO:0000027",1,0.949114663163081,0,1,"ribosomal large subunit assembly","BP","down"
"313","GO:0000042",1,0.971656181535521,0,1,"protein targeting to Golgi","BP","down"
"314","GO:0000045",1,0.924025650592795,0,1,"autophagosome assembly","BP","down"
"315","GO:0000049",1,0.723668529876037,0,9,"tRNA binding","MF","down"
"316","GO:0000062",1,0.838782482266744,0,4,"fatty-acyl-CoA binding","MF","down"
"317","GO:0000075",1,0.96933272151611,0,1,"cell cycle checkpoint","BP","down"
"318","GO:0000077",1,0.929701058329784,0,2,"DNA damage checkpoint","BP","down"
"319","GO:0000079",1,0.744070329089341,0,6,"regulation of cyclin-dependent protein serine/threonine kinase activity","BP","down"
"320","GO:0000103",1,0.780132396874099,0,6,"sulfate assimilation","BP","down"
"321","GO:0000105",1,0.767863705849899,0,7,"histidine biosynthetic process","BP","down"
"322","GO:0000107",1,0.971639656775187,0,1,"imidazoleglycerol-phosphate synthase activity","MF","down"
"323","GO:0000123",1,0.788951830220292,0,4,"histone acetyltransferase complex","CC","down"
"324","GO:0000139",1,0.660800310188069,0,10,"Golgi membrane","CC","down"
"325","GO:0000145",1,0.506526698982347,0,23,"exocyst","CC","down"
"326","GO:0000151",1,0.862524447063853,0,5,"ubiquitin ligase complex","CC","down"
"327","GO:0000154",1,0.930643811095281,0,2,"rRNA modification","BP","down"
"328","GO:0000159",1,0.661977433581416,0,13,"protein phosphatase type 2A complex","CC","down"
"329","GO:0000165",1,0.494456649605019,0,12,"MAPK cascade","BP","down"
"330","GO:0000175",1,0.916332805054433,0,3,"3'-5'-exoribonuclease activity","MF","down"
"331","GO:0000176",1,0.971656952549999,0,1,"nuclear exosome (RNase complex)","CC","down"
"332","GO:0000178",1,0.772146995481185,0,6,"exosome (RNase complex)","CC","down"
"333","GO:0000179",1,0.930643811095281,0,2,"rRNA (adenine-N6,N6-)-dimethyltransferase activity","MF","down"
"334","GO:0000184",1,0.891353981008899,0,4,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP","down"
"335","GO:0000220",1,0.917351781509569,0,3,"vacuolar proton-transporting V-type ATPase, V0 domain","CC","down"
"336","GO:0000221",1,0.940563703494656,0,2,"vacuolar proton-transporting V-type ATPase, V1 domain","CC","down"
"337","GO:0000226",1,0.614629099997843,0,15,"microtubule cytoskeleton organization","BP","down"
"338","GO:0000234",1,0.942644758610864,0,2,"phosphoethanolamine N-methyltransferase activity","MF","down"
"339","GO:0000244",1,0.970618973672544,0,1,"spliceosomal tri-snRNP complex assembly","BP","down"
"340","GO:0000245",1,0.971516416757138,0,1,"spliceosomal complex assembly","BP","down"
"341","GO:0000256",1,0.971004426962912,0,1,"allantoin catabolic process","BP","down"
"342","GO:0000266",1,0.828265583062579,0,3,"mitochondrial fission","BP","down"
"343","GO:0000272",1,0.816051928029214,0,7,"polysaccharide catabolic process","BP","down"
"344","GO:0000275",1,0.75221954067416,0,6,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)","CC","down"
"345","GO:0000276",1,0.638386090014941,0,6,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC","down"
"346","GO:0000278",1,0.957307125100541,0,1,"mitotic cell cycle","BP","down"
"347","GO:0000289",1,0.717802516475189,0,8,"nuclear-transcribed mRNA poly(A) tail shortening","BP","down"
"348","GO:0000290",1,0.899419024785151,0,3,"deadenylation-dependent decapping of nuclear-transcribed mRNA","BP","down"
"349","GO:0000338",1,0.960354396939997,0,1,"protein deneddylation","BP","down"
"350","GO:0000339",1,0.926269633424847,0,2,"RNA cap binding","MF","down"
"351","GO:0000373",1,0.9716571960491,0,1,"Group II intron splicing","BP","down"
"352","GO:0000390",1,0.971657753250477,0,1,"spliceosomal complex disassembly","BP","down"
"353","GO:0000398",1,0.195593662200856,0,33,"mRNA splicing, via spliceosome","BP","down"
"354","GO:0000439",1,0.797592040238922,0,5,"core TFIIH complex","CC","down"
"355","GO:0000445",1,0.879385223087221,0,2,"THO complex part of transcription export complex","CC","down"
"356","GO:0000462",1,0.971655027398101,0,1,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP","down"
"357","GO:0000502",1,0.890476802336113,0,4,"proteasome complex","CC","down"
"358","GO:0000723",1,0.610319281386339,0,13,"telomere maintenance","BP","down"
"359","GO:0000724",1,0.716372428314883,0,9,"double-strand break repair via homologous recombination","BP","down"
"360","GO:0000737",1,0.95482234948821,0,1,"DNA catabolic process, endonucleolytic","BP","down"
"361","GO:0000741",1,0.923827836492829,0,1,"karyogamy","BP","down"
"362","GO:0000774",1,0.891702403968403,0,3,"adenyl-nucleotide exchange factor activity","MF","down"
"363","GO:0000776",1,0.934057278496624,0,2,"kinetochore","CC","down"
"364","GO:0000784",1,0.970191313537754,0,1,"nuclear chromosome, telomeric region","CC","down"
"365","GO:0000785",1,0.834306786442178,0,3,"chromatin","CC","down"
"366","GO:0000796",1,0.944115006356431,0,2,"condensin complex","CC","down"
"367","GO:0000808",1,0.907820706957817,0,3,"origin recognition complex","CC","down"
"368","GO:0000811",1,0.949270364333049,0,1,"GINS complex","CC","down"
"369","GO:0000902",1,0.881088553360199,0,4,"cell morphogenesis","BP","down"
"370","GO:0000910",1,0.700940047451243,0,11,"cytokinesis","BP","down"
"371","GO:0000922",1,0.808465536328385,0,6,"spindle pole","CC","down"
"372","GO:0000930",1,0.970404809356465,0,1,"gamma-tubulin complex","CC","down"
"373","GO:0000940",1,0.937750199456956,0,1,"condensed chromosome outer kinetochore","CC","down"
"374","GO:0000956",1,0.630331534802867,0,7,"nuclear-transcribed mRNA catabolic process","BP","down"
"375","GO:0000977",1,0.494456649605019,0,12,"RNA polymerase II regulatory region sequence-specific DNA binding","MF","down"
"376","GO:0000982",1,0.971478327034509,0,1,"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding","MF","down"
"377","GO:0000987",1,0.971478327034509,0,1,"core promoter proximal region sequence-specific DNA binding","MF","down"
"378","GO:0000989",1,0.914871832867383,0,3,"transcription factor activity, transcription factor binding","MF","down"
"379","GO:0001104",1,0.508564412828094,0,14,"RNA polymerase II transcription cofactor activity","MF","down"
"380","GO:0001671",1,0.964015596523701,0,1,"ATPase activator activity","MF","down"
"381","GO:0001678",1,0.837760032146203,0,6,"cellular glucose homeostasis","BP","down"
"382","GO:0001735",1,0.970807190507311,0,1,"prenylcysteine oxidase activity","MF","down"
"383","GO:0001882",1,0.971658640105394,0,1,"nucleoside binding","MF","down"
"384","GO:0002098",1,0.853410766427098,0,4,"tRNA wobble uridine modification","BP","down"
"385","GO:0002100",1,0.97165501847755,0,1,"tRNA wobble adenosine to inosine editing","BP","down"
"386","GO:0002143",1,0.970016173950617,0,1,"tRNA wobble position uridine thiolation","BP","down"
"387","GO:0002949",1,0.969794851696595,0,1,"tRNA threonylcarbamoyladenosine modification","BP","down"
"388","GO:0003333",1,0.53566391867771,0,18,"amino acid transmembrane transport","BP","down"
"389","GO:0003684",1,0.617175562179009,0,14,"damaged DNA binding","MF","down"
"390","GO:0003688",1,0.971655584997525,0,1,"DNA replication origin binding","MF","down"
"391","GO:0003689",1,0.971658217384302,0,1,"DNA clamp loader activity","MF","down"
"392","GO:0003690",1,0.341290560241135,0,29,"double-stranded DNA binding","MF","down"
"393","GO:0003712",1,0.678734906724793,0,10,"transcription cofactor activity","MF","down"
"394","GO:0003714",1,0.94410334495026,0,2,"transcription corepressor activity","MF","down"
"395","GO:0003724",1,0.891351815631025,0,4,"RNA helicase activity","MF","down"
"396","GO:0003725",1,0.889881292814351,0,3,"double-stranded RNA binding","MF","down"
"397","GO:0003729",1,0.777368837623896,0,5,"mRNA binding","MF","down"
"398","GO:0003746",1,0.320018024388644,0,25,"translation elongation factor activity","MF","down"
"399","GO:0003747",1,0.804821238586365,0,6,"translation release factor activity","MF","down"
"400","GO:0003756",1,0.970379339351054,0,1,"protein disulfide isomerase activity","MF","down"
"401","GO:0003774",1,0.636592924404364,0,13,"motor activity","MF","down"
"402","GO:0003825",1,0.971657624458866,0,1,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity","MF","down"
"403","GO:0003830",1,0.899259358374594,0,3,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity","MF","down"
"404","GO:0003839",1,0.84833507761212,0,3,"gamma-glutamylcyclotransferase activity","MF","down"
"405","GO:0003840",1,0.971654983103865,0,1,"gamma-glutamyltransferase activity","MF","down"
"406","GO:0003841",1,0.965579503985088,0,1,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF","down"
"407","GO:0003844",1,0.917353554804437,0,3,"1,4-alpha-glucan branching enzyme activity","MF","down"
"408","GO:0003848",1,0.971140953455643,0,1,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity","MF","down"
"409","GO:0003849",1,0.80283290155686,0,5,"3-deoxy-7-phosphoheptulonate synthase activity","MF","down"
"410","GO:0003852",1,0.944111117975477,0,2,"2-isopropylmalate synthase activity","MF","down"
"411","GO:0003854",1,0.823205868707877,0,6,"3-beta-hydroxy-delta5-steroid dehydrogenase activity","MF","down"
"412","GO:0003855",1,0.91653455340831,0,3,"3-dehydroquinate dehydratase activity","MF","down"
"413","GO:0003856",1,0.937509650829989,0,2,"3-dehydroquinate synthase activity","MF","down"
"414","GO:0003857",1,0.830040503912049,0,6,"3-hydroxyacyl-CoA dehydrogenase activity","MF","down"
"415","GO:0003860",1,0.74930203357794,0,7,"3-hydroxyisobutyryl-CoA hydrolase activity","MF","down"
"416","GO:0003861",1,0.97109781255078,0,1,"3-isopropylmalate dehydratase activity","MF","down"
"417","GO:0003862",1,0.967777587700143,0,1,"3-isopropylmalate dehydrogenase activity","MF","down"
"418","GO:0003864",1,0.964015596523701,0,1,"3-methyl-2-oxobutanoate hydroxymethyltransferase activity","MF","down"
"419","GO:0003865",1,0.953291545676075,0,1,"3-oxo-5-alpha-steroid 4-dehydrogenase activity","MF","down"
"420","GO:0003866",1,0.943291252897865,0,2,"3-phosphoshikimate 1-carboxyvinyltransferase activity","MF","down"
"421","GO:0003868",1,0.939677623767645,0,2,"4-hydroxyphenylpyruvate dioxygenase activity","MF","down"
"422","GO:0003871",1,0.944113994702936,0,2,"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity","MF","down"
"423","GO:0003872",1,0.746628033090308,0,10,"6-phosphofructokinase activity","MF","down"
"424","GO:0003876",1,0.944115489387022,0,2,"AMP deaminase activity","MF","down"
"425","GO:0003879",1,0.967096891762528,0,1,"ATP phosphoribosyltransferase activity","MF","down"
"426","GO:0003885",1,0.971639656775187,0,1,"D-arabinono-1,4-lactone oxidase activity","MF","down"
"427","GO:0003896",1,0.940717019504991,0,2,"DNA primase activity","MF","down"
"428","GO:0003904",1,0.970726635370869,0,1,"deoxyribodipyrimidine photo-lyase activity","MF","down"
"429","GO:0003905",1,0.957432067015709,0,1,"alkylbase DNA N-glycosylase activity","MF","down"
"430","GO:0003906",1,0.936788928162105,0,2,"DNA-(apurinic or apyrimidinic site) lyase activity","MF","down"
"431","GO:0003909",1,0.91727706556556,0,3,"DNA ligase activity","MF","down"
"432","GO:0003910",1,0.86582628152953,0,5,"DNA ligase (ATP) activity","MF","down"
"433","GO:0003913",1,0.971619569420082,0,1,"DNA photolyase activity","MF","down"
"434","GO:0003919",1,0.965723054814092,0,1,"FMN adenylyltransferase activity","MF","down"
"435","GO:0003923",1,0.965579503985088,0,1,"GPI-anchor transamidase activity","MF","down"
"436","GO:0003934",1,0.969891990262332,0,1,"GTP cyclohydrolase I activity","MF","down"
"437","GO:0003935",1,0.916092181459546,0,3,"GTP cyclohydrolase II activity","MF","down"
"438","GO:0003937",1,0.971650798399038,0,1,"IMP cyclohydrolase activity","MF","down"
"439","GO:0003942",1,0.934978960772388,0,2,"N-acetyl-gamma-glutamyl-phosphate reductase activity","MF","down"
"440","GO:0003949",1,0.960245170269181,0,1,"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity","MF","down"
"441","GO:0003951",1,0.87926749693075,0,4,"NAD+ kinase activity","MF","down"
"442","GO:0003952",1,0.942139837371539,0,2,"NAD+ synthase (glutamine-hydrolyzing) activity","MF","down"
"443","GO:0003954",1,0.925995452913382,0,1,"NADH dehydrogenase activity","MF","down"
"444","GO:0003955",1,0.690184718887592,0,7,"NAD(P)H dehydrogenase (quinone) activity","MF","down"
"445","GO:0003958",1,0.917348152351275,0,3,"NADPH-hemoprotein reductase activity","MF","down"
"446","GO:0003968",1,0.770010011289506,0,6,"RNA-directed RNA polymerase activity","MF","down"
"447","GO:0003975",1,0.96871141323882,0,1,"UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity","MF","down"
"448","GO:0003978",1,0.805422427430955,0,6,"UDP-glucose 4-epimerase activity","MF","down"
"449","GO:0003979",1,0.90543232966066,0,3,"UDP-glucose 6-dehydrogenase activity","MF","down"
"450","GO:0003980",1,0.971658640114468,0,1,"UDP-glucose:glycoprotein glucosyltransferase activity","MF","down"
